"IDACTIVO","NUMEROETIQUETA",ESTADO,"VALORUNITARIO","FECHAADQUISICION",CATEGORIA,"DESCRIPCIONCATEGORIA",MARCA,PLACAS,"NÚMEROMOTOR",SERIE,MODELO,COLOR,"DESCRIPCIONBIEN","IDDEPENDENCIA",DEPENDENCIA
32525,201632525,ALTA,176149.98,11/15/16,541,Vehículos y equipo terrestre,VOLKSWAGEN,.,30912481,3VWMN82T69M920182,2009,BLANCO,CAMION RECOLECTOR,4414,DIRECCION DE ASEO Y LIMPIA
32526,201632526,ALTA,176149.98,11/15/16,541,Vehículos y equipo terrestre,VOLKSWAGEN,.,36042800,3VWMN82T69M920179,2009,BLANCO,CAMION RECOLECTOR,2104,UNIDAD DE BIENES MUNICIPALES
32530,201632530,ALTA,176149.98,11/15/16,541,Vehículos y equipo terrestre,VOLKSWAGEN,.,36041251,3VWMN82T49M920178,2009,BLANCO,CAMION RECOLECTOR,4414,DIRECCION DE ASEO Y LIMPIA
32532,201632532,ALTA,176149.98,11/15/16,541,Vehículos y equipo terrestre,VOLKSWAGEN,.,36043849,3VWMN82T29M920194,2009,BLANCO,CAMION RECOLECTOR,4414,DIRECCION DE ASEO Y LIMPIA
32534,201632534,ALTA,195425.3,11/15/16,541,Vehículos y equipo terrestre,FREIGHTLINER,.,90291000771715,3ALACYCS6ADAN8282,2009,BLANCO,CAMION RECOLECTOR,4414,DIRECCION DE ASEO Y LIMPIA
32535,201632535,ALTA,195425.3,11/15/16,541,Vehículos y equipo terrestre,FREIGHTLINER,.,90291000771691,3ALACYCS8ADAN8283,2010,BLANCO,CAMION RECOLECTOR,2104,UNIDAD DE BIENES MUNICIPALES
32537,201632537,ALTA,195425.3,11/15/16,541,Vehículos y equipo terrestre,FREIGHTLINER,.,90291000775899,3ALACYCS3ADAN8286,2010,BLANCO,CAMION RECOLECTOR,4414,DIRECCION DE ASEO Y LIMPIA
32539,201632539,ALTA,195425.3,11/15/16,541,Vehículos y equipo terrestre,FREIGHTLINER,.,90291000775752,3ALACYCS5ADAN8287,2010,BLANCO,CAMION RECOLECTOR,4414,DIRECCION DE ASEO Y LIMPIA
32541,201632541,ALTA,195425.3,11/15/16,541,Vehículos y equipo terrestre,FREIGHTLINER,.,90291000777790,3ALACYCS5ADAN8290,2010,BLANCO,CAMION RECOLECTOR,4414,DIRECCION DE ASEO Y LIMPIA
32543,201632543,ALTA,195425.2,11/15/16,541,Vehículos y equipo terrestre,FREIGHTLINER,.,90291000775786,3ALACYCS7ADAN8291,2010,BLANCO,CAMION RECOLECTOR,2104,UNIDAD DE BIENES MUNICIPALES
32545,201632545,ALTA,195425.2,11/15/16,541,Vehículos y equipo terrestre,FREIGHTLINER,.,90091000776593,3ALACYCS7ADAN8288,2010,BLANCO,CAMION RECOLECTOR,4414,DIRECCION DE ASEO Y LIMPIA
32547,201632547,ALTA,195425.2,11/15/16,541,Vehículos y equipo terrestre,FREIGHTLINER,.,90291000789947,3ALACYCS4ADAN8295,2010,BLANCO,CAMION RECOLECTOR,4414,DIRECCION DE ASEO Y LIMPIA
32946,201732946,ALTA,44620.28,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25027751H,3N6AD33AXGK808757,2016,,PICK UP NP 300 DOBLE CABINA,3112,SUBDIRECCION OPERATIVA
32946,201732946,ALTA,44620.28,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25027751H,3N6AD33AXGK808757,2016,,PICK UP NP 300 DOBLE CABINA,3112,SUBDIRECCION OPERATIVA
32947,201732947,ALTA,44620.28,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25027761H,3N6AD33A7GK807792,2016,,PICK UP NP 300 DOBLE CABINA,3112,SUBDIRECCION OPERATIVA
32947,201732947,ALTA,44620.28,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25027761H,3N6AD33A7GK807792,2016,,PICK UP NP 300 DOBLE CABINA,3112,SUBDIRECCION OPERATIVA
32948,201732948,ALTA,44620.28,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25028791H,3N6AD33A7GK808814,2016,,PICK UP NP 300 DOBLE CABINA,3112,SUBDIRECCION OPERATIVA
32948,201732948,ALTA,44620.28,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25028791H,3N6AD33A7GK808814,2016,,PICK UP NP 300 DOBLE CABINA,3112,SUBDIRECCION OPERATIVA
32949,201732949,ALTA,44620.28,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25027486H,3N6AD33A3GK808521,2016,,PICK UP NP 300 DOBLE CABINA,3112,SUBDIRECCION OPERATIVA
32949,201732949,ALTA,44620.28,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25027486H,3N6AD33A3GK808521,2016,,PICK UP NP 300 DOBLE CABINA,3112,SUBDIRECCION OPERATIVA
32950,201732950,ALTA,44620.28,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25028912H,3N6AD33A3GK808132,2016,,PICK UP NP 300 DOBLE CABINA,3112,SUBDIRECCION OPERATIVA
32950,201732950,ALTA,44620.28,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25028912H,3N6AD33A3GK808132,2016,,PICK UP NP 300 DOBLE CABINA,3112,SUBDIRECCION OPERATIVA
32951,201732951,ALTA,44620.28,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25028851H,3N6AD33A6GK808870,2016,,PICK UP NP 300 DOBLE CABINA,3112,SUBDIRECCION OPERATIVA
32951,201732951,ALTA,44620.28,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25028851H,3N6AD33A6GK808870,2016,,PICK UP NP 300 DOBLE CABINA,3112,SUBDIRECCION OPERATIVA
32952,201732952,ALTA,44620.28,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25030065H,3N6AD33A7GK809980,2016,,PICK UP NP 300 DOBLE CABINA,3112,SUBDIRECCION OPERATIVA
32952,201732952,ALTA,44620.28,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25030065H,3N6AD33A7GK809980,2016,,PICK UP NP 300 DOBLE CABINA,3112,SUBDIRECCION OPERATIVA
32953,201732953,ALTA,44620.28,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25029405H,3N6AD33A9GK808443,2016,,PICK UP NP 300 DOBLE CABINA,3112,SUBDIRECCION OPERATIVA
32953,201732953,ALTA,44620.28,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25029405H,3N6AD33A9GK808443,2016,,PICK UP NP 300 DOBLE CABINA,3112,SUBDIRECCION OPERATIVA
32954,201732954,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25031001H,3N6AD33A5GK811825,2016,,PICK UP NP 300 DOBLE CABINA,4125,DEPTO. DE DESARROLLO RURAL
32955,201732955,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25032335H,3N6AD33A8GK814038,2016,,PICK UP NP 300 DOBLE CABINA,1511,UNIDAD DE AUDITORIA Y CONTROL
32956,201732956,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25031554H,3N6AD33A7GK813950,2016,,PICK UP NP 300 DOBLE CABINA,4430,"DIRECCION DE PARQUES, JARDINES Y PANTEONES"
32957,201732957,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25031398H,3N6AD33A7GK811759,2016,,PICK UP NP 300 DOBL CABINA,4521,U DE CONSERVACION Y MANTENIMIENTO DE INFRAESTRUCTURA MPAL
32958,201732958,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25032134H,3N6AD33A7GK813978,2016,,PICK UP NP 300 DOBLE CABINA,1210,SECRETARIA DE LA PRESIDENCIA
32959,201732959,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25031552H,3N6AD33A5GK813929,2016,,PICK UP NP 300 DOBLE CABINA,1519,DIRECCION DE CONTRALORIA INTERNA
32960,201732960,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25032349H,3N6AD33A0GK814079,2016,,PICK UP NP 300 DOBLE CABINA,1539,DIRECCION DE CONTRALORIA SOCIAL
32961,201732961,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25032285H,3N64D33A0GK813921,2016,,PICK UP NP 300 DOBLE CABINA,6310,CORREDOR TURISTICO IMALA-SANALONA
32962,201732962,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25029103H,3N6AD33A0GK809917,2016,,PICK UP NP 300 DOBLE CABINA,1404,DELEGACION NORTE
32963,201732963,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25026188H,3N6AD33A7GK806593,2016,,PICK UP NP 300 DOBLE CABINA,4515,U DE SUPERVISION DE CONSTRUCCION DE INFRAESTRUCTURA MPAL
32964,201732964,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25033032H,3N6AD33A6GK814300,2016,,PICK UP NP 300 DOBLE CABINA,1309,SECRETARIA DEL AYUNTAMIENTO
32965,201732965,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25032354H,3N6AD33A9GK814341,2016,,PICK UP NP 300 DOBLE CABINA,4430,"DIRECCION DE PARQUES, JARDINES Y PANTEONES"
32966,201732966,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25032336H,3N6AD33A1GK814124,2016,,PICK UP NP 300 DOBLE CABINA,2149,ENLACE DEL SUBSIDIO PARA LA SEGURIDAD EN LOS MUNICIPIOS
32967,201732967,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25032359H,3N6AD33A9GK814145,2016,,PICK UP NP 300 DOBLE CABINA,4449,SUBGERENCIA DE SERVICIOS PUBLICOS Y MANTENIMIENTO DE INFRAESTRUCTURA
32968,201732968,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25032376H,3N6AD33A7GK814192,2016,,PICK UP NP 300 DOBLE CABINA,2101,UNIDAD MUNICIPAL DE CATASTRO
32969,201732969,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25032634H,3N6AD33A0GK814227,2016,,PICK UP NP 300 DOBLE CABINA,2129,DIRECCION DE EGRESOS Y PRESUPUESTO
32970,201732970,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25033046H,3N6AD33A7GK814516,2016,,PICK UP NP 300 DOBLE CABINA,2109,TESORERIA MUNICIPAL
32971,201732971,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25032704H,3N6AD33A7GK814421,2016,,PICK UP NP 300 DOBLE CABINA,2109,TESORERIA MUNICIPAL
32972,201732972,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25028437H,3N6AD33A4GK808933,2016,,PICK UP NP 300 DOBLE CABINA,4249,DIRECCION DE CENTROS DE BARRIO
32973,201732973,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25033071H,3N6AD33A2GK814536,2016,,PICK UP NP 300 DOBLE CABINO,1401,S.T.A.S.A.C
32973,201732973,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25033071H,3N6AD33A2GK814536,2016,,PICK UP NP 300 DOBLE CABINO,1401,S.T.A.S.A.C
32974,201732974,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25035589H,3N6AD33A1GK814575,2016,,PICK UP NP 300 DOBLE CABINA,1359,DIRECCION DE NORMATIVIDAD Y ASESORIA
32975,201732975,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25032691H,3N6AD33A4GK814103,2016,,PICK UP NP 300 DOBLE CABINA,1513,UNIDAD DE REGULARIZACION DE BIENES MUNICIPALES
32976,201732976,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25033060H,3N6AD33A9GK814940,2016,,PICK UP NP 300 DOBLE CABINA,1429,DIRECCION DE RECURSOS MATERIALES Y SERVICIOS
32977,201732977,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25033153H,3N6AD33A7GK814855,2016,,PICK UP NP-300 DOBLE CABINA,6250,INSTITUTO MUNICIPAL DE VIVIENDA
32978,201732978,ALTA,33701.08,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25032726H,3N6AD33A9GK814744,2016,,PICK UP NP 300 DOBLE CABINA,1210,SECRETARIA DE LA PRESIDENCIA
32979,201732979,ALTA,63599.16,2/7/17,541,Vehículos y equipo terrestre,CHEVROLET,-,HECHO EN TAILANDIA,MMM148FB8FH603032,2015,,PICK UP COLORADO 4X4 LT DOBLE CABINA 5 PASAJEROS,4159,COORDINACION GENERAL MUNICIPAL DE SALUD
32980,201732980,ALTA,63599.16,2/7/17,541,Vehículos y equipo terrestre,CHEVROLET,-,HECHO EN TAILANDIA,MMM148FB9FH611298,2015,,PICK UP COLORADO 4X4 LT DOBLE CABINA DE 5 PASAJEROS,4449,SUBGERENCIA DE SERVICIOS PUBLICOS Y MANTENIMIENTO DE INFRAESTRUCTURA
32981,201732981,ALTA,63599.16,2/7/17,541,Vehículos y equipo terrestre,CHEVROLET,-,HECHO EN TAILANDIA,MMM148FB5FH600413,2015,,PICK UP COLORADO 4X4 LT COBLE CABINA DE 5 PASAJEROS,4109,SECRETARIA DE DESARROLLO SOCIAL
32982,201732982,ALTA,82438.84,2/7/17,541,Vehículos y equipo terrestre,CHEVROLET,-,HECHO EN E.U.,1GAZG9FGXF1271266,2015,,EXPRESS VAN LS DE 12 PASAJEROS,6010,DIF SISTEMA MUNICIPAL
32983,201732983,ALTA,28341.54,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,KA24839662A,3N6DD21X1FK074376,2015,,PICK UP NP 300,1302,UNIDAD DE INSPECCION Y VIGILANCIA
32984,201732984,ALTA,28341.54,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,KA24842844A,3N6DD21X7FK074186,2015,,PICK UP NP 300,2111,UNIDAD DE RECAUDACION DE INGRESOS DIVERSOS
32985,201732985,ALTA,28341.54,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,KA24840865A,3N6DD21X9FK074867,2015,,PICK UP NP 300,1302,UNIDAD DE INSPECCION Y VIGILANCIA
32986,201732986,ALTA,28341.54,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,KA24840228A,3N6DD21X0FK074515,2015,,PICK UP NP 300,4616,SINDICATURA DE EMILIANO ZAPATA
32987,201732987,ALTA,28341.54,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,KA24840209A,3N6DD21X3FK074735,2015,,PICK UP NP 300,1302,UNIDAD DE INSPECCION Y VIGILANCIA
32988,201732988,ALTA,34624.05,2/8/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25029102H,3N6AD33A4GK809905,2016,,PICK UP NP 300 DOBLE CABINA,4430,"DIRECCION DE PARQUES, JARDINES Y PANTEONES"
32989,201732989,ALTA,33624.05,2/8/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25030053H,3N6AD33A6GK810067,2016,,PICK UP NP 300 DOBLE CABINA,4430,"DIRECCION DE PARQUES, JARDINES Y PANTEONES"
32990,201732990,ALTA,34624.05,2/8/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25030025H,3N6AD33A6GK810070,2016,,PICK UP NP 300 DOBLE CABINA,4430,"DIRECCION DE PARQUES, JARDINES Y PANTEONES"
32991,201732991,ALTA,34624.05,2/8/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25029822H,3N6AD33A5GK808469,2016,,PICK UP NP 300 DOBLE CABINA,4430,"DIRECCION DE PARQUES, JARDINES Y PANTEONES"
32992,201732992,ALTA,34624.05,2/8/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25028354H,3N6AD33A4GK809001,2016,,PICK UP NP 300 DOBLE CABINA,4414,DIRECCION DE ASEO Y LIMPIA
32993,201732993,ALTA,34624.05,2/8/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25028581H,3N6AD33A1GK809022,2016,,PICK NP 300 DOBLE CABINA,4430,"DIRECCION DE PARQUES, JARDINES Y PANTEONES"
32994,201732994,ALTA,34624.05,2/8/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25028442H,3N6AD33A7GK808554,2016,,PICK UP NP 300 DOBLE CABINA,4414,DIRECCION DE ASEO Y LIMPIA
32995,201732995,ALTA,34624.05,2/8/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25029792H,3N6AD33A6GK809940,2016,,PICK UP NP 300 DOBLE CABINA,4414,DIRECCION DE ASEO Y LIMPIA
32996,201732996,ALTA,34624.05,2/8/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25032151H,3N6AD33A4GK814005,2016,,PICK UP NP 300 DOBLE CABINA,4430,"DIRECCION DE PARQUES, JARDINES Y PANTEONES"
32997,201732997,ALTA,34624.05,2/8/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25032109H,3N6AD33A1GK814012,2016,,PICK UP NP 300 DOBLE CABINA,1513,UNIDAD DE REGULARIZACION DE BIENES MUNICIPALES
32998,201732998,ALTA,30424.5,2/8/17,541,Vehículos y equipo terrestre,CHEVROLET,-,HECHO EN MEXICO,3GCUK9EC4FG261915,2015,,SILVERADO 2500 LS DOBLE CABINA 4X4,3101,COORDINACION ADMINISTRATIVA
32999,201732999,ALTA,30424.54,2/8/17,541,Vehículos y equipo terrestre,CHEVROLET,-,HECHO EN MEXICO,3GCUK9EC4FG383139,2015,,SILVERADO 2500 DOBLE CABINA 4X4,1210,SECRETARIA DE LA PRESIDENCIA
33000,201733000,ALTA,30424.55,2/8/17,541,Vehículos y equipo terrestre,CHEVROLET,-,HECHO EN MEXICO,3GCUK9EC0FG408313,2015,,SILVERADO 2500 LS DOBLE CABINA 4X4,1401,S.T.A.S.A.C
33000,201733000,ALTA,30424.55,2/8/17,541,Vehículos y equipo terrestre,CHEVROLET,-,HECHO EN MEXICO,3GCUK9EC0FG408313,2015,,SILVERADO 2500 LS DOBLE CABINA 4X4,1401,S.T.A.S.A.C
33001,201733001,ALTA,30424.55,2/8/17,541,Vehículos y equipo terrestre,CHEVROLET,-,HECHO EN MEXICO,3GNAL7EK3FS623703,2015,,CAPTIVA SPORT,2129,DIRECCION DE EGRESOS Y PRESUPUESTO
33002,201733002,ALTA,30424.55,2/8/17,541,Vehículos y equipo terrestre,CHEVROLET,-,HECHO EN MEXICO,3GNAL7EKXFS623844,2015,,CAPTIVA SPORT,1210,SECRETARIA DE LA PRESIDENCIA
33003,201733003,ALTA,30424.55,2/8/17,541,Vehículos y equipo terrestre,NISSAN,-,GA16867896Z,3N1EB31S5GK302147,2016,,TSURU GSI 1.5 TM ESTANDAR 4X2,1210,SECRETARIA DE LA PRESIDENCIA
33004,201733004,ALTA,30424.55,2/8/17,541,Vehículos y equipo terrestre,NISSAN,-,GA16868377Z,3N1EB31S7GK302487,2016,,TSURU GSI 1.5 TM ESTANDAR 4X3,1303,COORDINACION DEL TRIBUNAL DE BARANDILLA
33005,201733005,ALTA,30424.55,2/8/17,541,Vehículos y equipo terrestre,NISSAN,-,GA16868845Z,3N1EB31S8GK302790,2016,,TSURU GSI 1.5 TM ESTANDAR 4X4,1304,COORDINACION DE CALIFICACION DE INFRACCIONES
33006,201733006,ALTA,30424.55,2/8/17,541,Vehículos y equipo terrestre,NISSAN,-,GA16868127Z,3N1EB31S3GK302373,2016,,TSURU GSI 1.5 TM ESTANDAR 4X5,1529,DIRECCION DE DEFENSA JURIDICA
33007,201733007,ALTA,30424.55,2/8/17,541,Vehículos y equipo terrestre,NISSAN,-,GA16869446Z,3N1EB31S2GK303255,2016,,TSURU GSI 1.5 TM,1511,UNIDAD DE AUDITORIA Y CONTROL
33008,201733008,ALTA,30424.55,2/8/17,541,Vehículos y equipo terrestre,CHEVROLET,-,HECHO EN MEXICO,3GNAL7EK5FS622651,2015,,CAPTIVA SPORT,1309,SECRETARIA DEL AYUNTAMIENTO
33009,201733009,ALTA,30424.55,2/8/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25030073H,3N6AD33A1GK809988,2016,,PICK UP NP 300 DOBLE CABINA,2109,TESORERIA MUNICIPAL
33010,201733010,ALTA,30424.55,2/8/17,541,Vehículos y equipo terrestre,VOLKSWAGEN,-,CHS114325,8AWDB42HXFA029698,2015,,AMAROK HIGHLINE,1210,SECRETARIA DE LA PRESIDENCIA
33011,201733011,ALTA,126700,2/14/17,541,Vehículos y equipo terrestre,NISSAN,-,GA16787201Z,3N1B31S5EK346775,2014,BLANCO,TSURU GSI,1409,OFICIALIA MAYOR
33012,201733012,ALTA,126700,2/14/17,541,Vehículos y equipo terrestre,NISSAN,-,GA16790348Z,3N1B31S4EK349439,2014,BLANCO,TSURU GSI,2109,TESORERIA MUNICIPAL
32938,201632938,ALTA,19803.94,12/30/16,541,Vehículos y equipo terrestre,NISSAN,-,GA16868364Z,3N1EB31S6GK302500,2016,,TSURU GSI,1369,DIRECCION DE ASUNTOS JURIDICOS
32939,201632939,ALTA,33970.8,12/30/16,541,Vehículos y equipo terrestre,TOYOTA,-,2ZRL618212,5YFBURHE2FP287244,2015,,COROLLA,6230,INSTITUTO MUNICIPAL DE CULTURA
32940,201632940,ALTA,33970.8,12/31/16,541,Vehículos y equipo terrestre,TOYOTA,-,2ZRL585807,5YFBURHE4FP273538,2015,,COROLLA,1529,DIRECCION DE DEFENSA JURIDICA
32941,201632941,ALTA,33970.8,12/30/16,541,Vehículos y equipo terrestre,TOYOTA,-,2ZRL634597,5YFBURHEXFP293499,2015,,COROLLA,1549,DIRECCION DE RESPONSABILIDADES ADMINISTRATIVAS DE LOS SERV PUBLICOS
32942,201632942,ALTA,33970.8,12/30/16,541,Vehículos y equipo terrestre,TOYOTA,-,2ZRL601465,5YFBURHE4FP280439,2015,,COROLLA,1210,SECRETARIA DE LA PRESIDENCIA
32943,201632943,ALTA,65988.85,12/30/16,541,Vehículos y equipo terrestre,DODGE,-,HECHO EN MEXICO,3C7WRAKT1FG635989,2015,,CHASIS CABINA  ESTACAS DOBLE RODADO RAM 4000,6010,DIF SISTEMA MUNICIPAL
33019,201733019,ALTA,334900,3/15/17,541,Vehículos y equipo terrestre,CHEVROLET,-,HECHO EN BRASIL,93C148VA4GC404930,2016,BLANCO,PICK UP S-10,4460,DEPARTAMENTO DE PLANEACION Y EJECUCION DE PROGRAMAS PARA EL MANTENIMIENTO Y MEJOR UTILIZACION DE VIALIDADES
33102,201733102,ALTA,17000,4/24/17,541,Vehículos y equipo terrestre,FIAT,-,S/N,9BD27824987033034,2008,,PICK UP,4259,DIRECCION DEL PARQUE LAS RIVERAS
33020,201733020,ALTA,153558,3/22/17,541,Vehículos y equipo terrestre,NISSAN,UF61765,KA24380657A,3N6DD13SX8K023652,2008,,PICK UP  DOBLE CABINA,4440,DEPTO. DE DE RIEGO Y VIVIEROS
31072,201531072,ALTA,2980.01,8/21/15,549,OTROS EQUIPOS DE TRANSPORTE,NAHEL,,,,ROD 26,AMARILLO,BICICLETA TIPO TRICICLO,3109,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO
31072,201531072,ALTA,2980.01,8/21/15,549,OTROS EQUIPOS DE TRANSPORTE,NAHEL,,,,ROD 26,AMARILLO,BICICLETA TIPO TRICICLO,3109,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO
32944,201732944,ALTA,44620.28,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25028257H,3N6AD33A9GK808202,2016,,PICK UP NP300 DOBLE CABINA,3112,SUBDIRECCION OPERATIVA
32944,201732944,ALTA,44620.28,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25028257H,3N6AD33A9GK808202,2016,,PICK UP NP300 DOBLE CABINA,3112,SUBDIRECCION OPERATIVA
32945,201732945,ALTA,44620.28,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25027759H,3N6AD33A4GK807877,2016,,PICK UP NP 300 DOBLE CABINA,3112,SUBDIRECCION OPERATIVA
32945,201732945,ALTA,44620.28,2/7/17,541,Vehículos y equipo terrestre,NISSAN,-,QR25027759H,3N6AD33A4GK807877,2016,,PICK UP NP 300 DOBLE CABINA,3112,SUBDIRECCION OPERATIVA
33018,201733018,ALTA,334500,3/15/17,541,Vehículos y equipo terrestre,CHEVROLET,-,HECHO EN MEXICO,3GNAL7EK5FS583513,2015,PLATA,CAPTIVA SPORT,4209,SECRETARIA DE DESARROLLO ECONOMICO MUNICIPAL
32885,201632885,ALTA,12975.72,12/31/16,541,VEHICULOS Y EQUIPO TERRESTRE,FORD,-,E6193754,8AFBR5AA4E6193754,2014,,PICK UP RANGER XL,4159,COORDINACION GENERAL MUNICIPAL DE SALUD
32886,201632886,ALTA,12975.71,12/31/16,541,VEHICULOS Y EQUIPO TERRESTRE,FORD,-,E6249254,8AFBR5AA2E6249254,2014,,PICK UP RANGER XL,1210,SECRETARIA DE LA PRESIDENCIA
32887,201632887,ALTA,12975.72,12/31/16,541,VEHICULOS Y EQUIPO TERRESTRE,FORD,-,E6250405,8AFBR5AA2E6250405,2014,,PICK UP RANGER XL,4440,DEPTO. DE DE RIEGO Y VIVIEROS
32888,201632888,ALTA,12975.72,12/31/16,541,VEHICULOS Y EQUIPO TERRESTRE,FORD,-,E6250419,8AFBR5AA2E6250419,2014,,PICK UP RANGER XL,4159,COORDINACION GENERAL MUNICIPAL DE SALUD
32889,201632889,ALTA,12975.72,12/31/16,541,VEHICULOS Y EQUIPO TERRESTRE,FORD,-,E6251524,8AFBR5AA4E6251524,2014,,PICK UP RANGER XL,4309,DIRECCION DE DESARROLLO URBANO Y ECOLOGIA
32890,201632890,ALTA,12975.72,12/31/16,541,VEHICULOS Y EQUIPO TERRESTRE,FORD,-,E6216513,8AFBR5AA0E6216513,2014,,PICK UP RANGER XL,1539,DIRECCION DE CONTRALORIA SOCIAL
32891,201632891,ALTA,12975.72,12/31/16,541,VEHICULOS Y EQUIPO TERRESTRE,FORD,-,E6250400,8AFBR5AA3E6250400,2014,,PICK UP RANGER,4209,SECRETARIA DE DESARROLLO ECONOMICO MUNICIPAL
32892,201632892,ALTA,12975.72,12/31/16,541,VEHICULOS Y EQUIPO TERRESTRE,FORD,-,E6249286,8AFBR5AA4E6249286,2014,,PICK UP RANGER XL,4521,U DE CONSERVACION Y MANTENIMIENTO DE INFRAESTRUCTURA MPAL
32893,201632893,ALTA,12975.72,12/31/16,541,VEHICULOS Y EQUIPO TERRESTRE,FORD,-,E6236222,8AFBR5AA1E6236222,2014,,PICK UP RANGER XL,4430,"DIRECCION DE PARQUES, JARDINES Y PANTEONES"
32894,201632894,ALTA,12975.72,12/31/16,541,VEHICULOS Y EQUIPO TERRESTRE,FORD,-,E6251532,8AFBR5AA3E6251532,2014,,PICK UP RANGER XL,4509,DIRECCION DE OBRAS PUBLICAS
32895,201632895,ALTA,12975.72,12/31/16,541,VEHICULOS Y EQUIPO TERRESTRE,FORD,-,E6250406,8AFBR5AA4E6250406,2014,,PICK UP RANGER,1529,DIRECCION DE DEFENSA JURIDICA
32896,201632896,ALTA,12975.72,12/31/16,541,VEHICULOS Y EQUIPO TERRESTRE,FORD,-,E6235791,8AFBR5AA2E6235791,2014,,PICK UP RANGER,4430,"DIRECCION DE PARQUES, JARDINES Y PANTEONES"
